選手名,チーム,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,完投,完封,year,沢村賞
木村　優太,ロッテ,7.79,5,1,3,0,0,0.25,82,17.1,23,2,8,1,7,16,15,1.79,5.37,0,0,2015,0
森福　允彦,ソフトバンク,5.82,32,0,2,0,14,0,79,17,25,2,3,0,16,11,11,1.65,3.3,0,0,2015,0
飯田　哲矢,広島,2.65,16,0,0,0,0,0,72,17,12,1,10,0,11,6,5,1.29,4.36,0,0,2015,0
森　雄大,楽天,5.29,3,0,2,0,0,0,75,17,16,1,9,1,17,10,10,1.47,3.65,0,0,2015,0
雄太,中日,3.78,3,0,2,0,0,0,69,16.2,16,1,4,0,8,7,7,1.2,3.66,0,0,2015,0
サンティアゴ,阪神,4.32,3,1,0,0,0,1,76,16.2,20,2,7,0,7,8,8,1.62,5.1,0,0,2015,0
山田　修義,オリックス,5.51,7,0,1,0,0,0,79,16.1,17,1,13,1,12,11,10,1.84,5.02,0,0,2015,0
九里　亜蓮,広島,4.5,7,0,1,0,1,0,75,16,19,3,7,1,10,10,8,1.63,5.81,0,0,2015,0
岩田　慎司,中日,4.5,3,0,2,0,0,0,71,16,17,1,8,1,7,8,8,1.56,4.56,0,0,2015,0
大原　慎司,DeNA,4.02,21,0,1,0,6,0,65,15.2,16,3,2,1,13,7,7,1.15,4.52,0,0,2015,0
福地　元春,DeNA,2.87,13,0,0,0,0,0,74,15.2,16,0,12,0,16,9,5,1.79,3.38,0,0,2015,0
横山　貴明,楽天,9.77,7,0,2,0,0,0,81,15.2,27,3,9,1,6,17,17,2.3,6.57,0,0,2015,0
小山　雄輝,巨人,4.02,7,0,1,1,2,0,68,15.2,18,2,7,0,10,7,7,1.6,4.84,0,0,2015,0
濱田　達郎,中日,7.47,4,0,3,0,0,0,72,15.2,10,3,16,0,9,13,13,1.66,7.52,0,0,2015,0
ザガースキー,広島,2.4,19,0,0,0,6,0,66,15,13,1,7,0,16,5,4,1.33,3.25,0,0,2015,0
嘉弥真　新也,ソフトバンク,4.2,16,0,0,0,1,0,63,15,14,2,5,1,14,7,7,1.27,4.19,0,0,2015,0
矢貫　俊之,日本ハム,3.6,9,0,0,0,0,0,60,15,15,1,4,0,11,6,6,1.27,3.32,0,0,2015,0
中山　慎也,オリックス,6.75,8,0,0,0,0,0,70,14.2,21,3,4,2,10,12,11,1.7,5.64,0,0,2015,0
香月　良太,巨人,3.77,14,0,0,0,0,0,58,14.1,14,2,2,0,5,9,6,1.12,4.65,0,0,2015,0
小松　聖,オリックス,2.51,12,0,0,1,1,0,53,14.1,7,1,5,1,13,4,4,0.84,3.47,0,0,2015,0
小林　寛,DeNA,3.77,11,0,0,0,1,0,64,14.1,13,0,10,0,11,6,6,1.6,3.47,0,0,2015,0
秋山　拓巳,阪神,4.4,3,0,1,0,0,0,58,14.1,14,0,3,0,9,7,7,1.19,2.49,0,0,2015,0
二神　一人,阪神,2.57,12,0,0,0,0,0,58,14,11,1,5,1,17,4,4,1.14,2.91,0,0,2015,0
金子　丈,中日,3.95,10,0,0,0,0,0,58,13.2,17,0,1,1,12,6,6,1.32,1.8,0,0,2015,0
加藤　正志,楽天,4.73,9,0,0,0,0,0,55,13.1,17,2,2,0,3,7,7,1.43,5.07,0,0,2015,0
横山　雄哉,阪神,6.75,4,0,2,0,0,0,66,13.1,15,2,11,1,12,10,10,1.95,5.97,0,0,2015,0
巽　真悟,ソフトバンク,8.31,7,1,0,0,0,1,61,13,15,3,8,0,8,12,12,1.77,6.74,0,0,2015,0
土田　瑞起,巨人,6.39,11,1,0,0,0,1,57,12.2,14,1,6,0,13,9,9,1.58,3.51,0,0,2015,0
黒沢　翔太,ロッテ,2.92,6,0,1,0,0,0,53,12.1,15,1,2,0,4,6,4,1.38,4.01,0,0,2015,0
矢地　健人,ロッテ,4.5,10,0,0,0,1,0,54,12,16,2,2,1,11,6,6,1.5,4.2,0,0,2015,0
西宮　悠介,楽天,8.49,13,1,1,0,1,0.5,62,11.2,15,1,10,3,8,13,11,2.14,6.21,0,0,2015,0
石崎　剛,阪神,7.15,8,0,0,0,1,0,54,11.1,12,1,8,1,11,9,9,1.76,4.71,0,0,2015,0
藤原　良平,西武,7.15,7,0,1,0,1,0,52,11.1,10,1,8,1,7,9,9,1.59,5.41,0,0,2015,0
新垣　勇人,日本ハム,6.55,3,1,2,0,0,0.333,46,11,14,5,1,0,8,8,8,1.36,7.85,0,0,2015,0
瀬川　隼郎,日本ハム,3.38,9,0,0,0,0,0,47,10.2,11,0,5,0,9,4,4,1.5,2.84,0,0,2015,0
岩嵜　翔,ソフトバンク,6.75,8,1,0,0,2,1,46,10.2,11,3,4,0,5,8,8,1.41,6.96,0,0,2015,0
山本　翔也,阪神,4.22,7,1,0,0,0,1,46,10.2,11,0,3,0,10,5,5,1.31,2.09,0,0,2015,0
金刃　憲人,楽天,4.5,19,2,2,0,6,0.5,51,10,11,0,9,3,5,5,5,2,5.12,0,0,2015,0
濱矢　廣大,楽天,7.2,8,0,0,0,0,0,57,10,19,2,9,0,14,10,8,2.8,5.62,0,0,2015,0
八木　亮祐,ヤクルト,6.3,2,0,2,0,0,0,47,10,14,2,3,0,5,7,7,1.7,5.32,0,0,2015,0
金田　和之,阪神,7.45,10,1,0,0,0,1,53,9.2,19,1,6,0,8,11,8,2.59,4.67,0,0,2015,0
柳瀬　明宏,ソフトバンク,2.79,8,1,1,0,2,0.5,44,9.2,9,0,6,0,13,3,3,1.55,2.29,0,0,2015,0
高木　伴,オリックス,7.45,7,0,0,0,0,0,52,9.2,18,1,9,0,6,9,8,2.79,5.71,0,0,2015,0
安部　建輝,DeNA,2.89,5,0,1,0,0,0,38,9.1,6,1,6,0,6,3,3,1.29,5.16,0,0,2015,0
小嶋　達也,阪神,7,5,0,0,0,0,0,42,9,9,2,5,0,6,7,7,1.56,6.34,0,0,2015,0
ウルフ,ソフトバンク,11,2,0,1,0,0,0,47,9,18,1,4,0,3,11,11,2.44,5.23,0,0,2015,0
榎田　大樹,阪神,10.38,8,0,0,0,0,0,42,8.2,9,1,4,1,8,11,10,1.5,4.5,0,0,2015,0
馬原　孝浩,オリックス,7.56,9,1,1,2,0,0.5,43,8.1,14,3,4,0,2,7,7,2.16,8.76,0,0,2015,0
乾　真大,日本ハム,3.24,6,0,0,0,0,0,39,8.1,6,1,6,0,10,3,3,1.44,4.44,0,0,2015,0
高橋　尚成,DeNA,8.64,6,0,1,0,0,0,45,8.1,14,3,4,0,4,12,8,2.16,8.28,0,0,2015,0
加賀　繁,DeNA,7.88,9,0,0,0,3,0,37,8,11,2,3,0,6,7,7,1.75,6,0,0,2015,0
江草　仁貴,広島,2.25,7,0,0,0,0,0,35,8,7,0,4,1,7,2,2,1.38,3.25,0,0,2015,0
植松　優友,ロッテ,7.88,2,0,2,0,0,0,40,8,11,1,7,1,8,7,7,2.25,5.75,0,0,2015,0
藤岡　好明,日本ハム,4.7,6,0,0,0,0,0,35,7.2,11,1,2,0,2,4,4,1.7,5.08,0,0,2015,0
鶴　直人,阪神,1.17,5,0,0,0,0,0,31,7.2,8,0,2,0,5,1,1,1.3,2.6,0,0,2015,0
岡島　秀樹,DeNA,8.59,10,0,2,0,2,0,35,7.1,6,1,8,0,7,7,7,1.91,6.26,0,0,2015,0
西川　健太郎,中日,3.68,6,1,0,0,0,1,33,7.1,7,0,6,0,6,3,3,1.77,3.94,0,0,2015,0
相沢　晋,楽天,9.82,5,0,1,0,0,0,41,7.1,11,0,7,2,1,10,8,2.45,6.53,0,0,2015,0
高梨　裕稔,日本ハム,3.68,2,0,1,0,0,0,31,7.1,5,1,3,1,7,5,3,1.09,4.62,0,0,2015,0
伊藤　義弘,ロッテ,5.4,7,0,0,0,1,0,33,6.2,8,1,1,4,1,4,4,1.35,7.02,0,0,2015,0
桑原　謙太朗,阪神,8.53,6,0,0,0,0,0,34,6.1,9,1,6,0,5,6,6,2.37,6.44,0,0,2015,0
伊藤　準規,中日,5.68,2,0,0,0,0,0,33,6.1,9,0,3,1,3,6,4,1.89,4.07,0,0,2015,0
萬谷　康平,DeNA,1.5,4,1,0,0,0,1,26,6,6,0,2,0,4,2,1,1.33,2.79,0,0,2015,0
田中　英祐,ロッテ,13.5,2,0,1,0,0,0,37,6,12,0,7,0,5,9,9,3.17,4.95,0,0,2015,0
安樂　智大,楽天,0,1,1,0,0,0,1,24,6,2,0,5,0,4,0,0,1.17,4.29,0,0,2015,0
須永　英輝,日本ハム,5.06,5,0,0,0,0,0,24,5.1,7,2,1,0,2,4,3,1.5,7.81,0,0,2015,0
藤江　均,楽天,6.75,2,0,0,0,0,0,25,5.1,7,0,3,0,2,4,4,1.88,4.06,0,0,2015,0
比嘉　幹貴,オリックス,16.2,8,0,0,0,2,0,34,5,16,1,2,1,5,9,9,3.6,4.92,0,0,2015,0
榊原　諒,オリックス,9,7,0,1,0,0,0,23,5,5,0,3,0,5,5,5,1.6,2.92,0,0,2015,0
筒井　和也,阪神,5.4,6,0,0,0,0,0,25,5,8,0,3,0,7,3,3,2.2,2.12,0,0,2015,0
中田　廉,広島,0,5,1,0,0,0,1,20,5,4,0,3,0,4,0,0,1.4,2.72,0,0,2015,0
小野　郁,楽天,14.4,4,0,0,0,0,0,27,5,10,1,4,1,0,8,8,2.8,8.72,0,0,2015,0
小石　博孝,西武,7.2,3,0,0,0,0,0,23,5,5,2,0,2,5,6,4,1,7.52,0,0,2015,0
佐野　泰雄,西武,5.4,2,0,0,0,0,0,26,5,6,1,5,0,4,4,3,2.2,7.12,0,0,2015,0
二木　康太,ロッテ,1.8,1,0,0,0,0,0,20,5,4,0,2,0,3,1,1,1.2,3.12,0,0,2015,0
古川　秀一,オリックス,2.08,5,0,0,0,0,0,16,4.1,4,0,0,0,3,1,1,0.92,1.74,0,0,2015,0
朝倉　健太,中日,14.54,4,0,0,0,0,0,23,4.1,8,1,2,0,1,7,7,2.31,7.04,0,0,2015,0
山本　雅士,中日,10.38,3,0,0,0,0,0,22,4.1,7,1,2,0,2,5,5,2.08,6.58,0,0,2015,0
大塚　尚仁,楽天,13.5,5,0,0,0,0,0,21,4,7,1,2,0,2,6,6,2.25,6.87,0,0,2015,0
東野　峻,DeNA,6.75,3,0,0,0,0,0,20,4,4,0,4,0,0,3,3,2,6.12,0,0,2015,0
長谷部　康平,楽天,9,3,0,1,0,0,0,24,4,6,0,6,0,3,5,4,3,6.12,0,0,2015,0
西口　文也,西武,9,2,0,1,0,0,0,19,4,6,1,1,0,4,4,4,1.75,5.12,0,0,2015,0
鈴木　翔太,中日,6.75,2,0,0,0,0,0,20,4,6,0,3,0,2,3,3,2.25,4.37,0,0,2015,0
武内　久士,広島,9,1,0,0,0,0,0,21,4,7,0,2,0,1,4,4,2.25,4.12,0,0,2015,0
ミゲル・メヒア,西武,14.73,4,0,0,0,0,0,23,3.2,10,1,3,0,4,6,6,3.55,6.94,0,0,2015,0
豊田　拓矢,西武,0,3,0,0,0,0,0,15,3.2,1,0,4,0,2,0,0,1.36,4.48,0,0,2015,0
金平　将至,日本ハム,0,4,0,0,0,0,0,12,3.1,2,0,1,0,1,0,0,0.9,3.42,0,0,2015,0
大石　達也,西武,0,3,0,0,0,0,0,13,3.1,3,0,1,0,3,0,0,1.2,2.22,0,0,2015,0
今野　龍太,楽天,10.8,2,0,0,0,0,0,17,3.1,4,1,3,1,1,4,4,2.1,10.02,0,0,2015,0
中村　恭平,広島,10.8,1,0,1,0,0,0,18,3.1,7,1,1,0,3,5,4,2.4,6.12,0,0,2015,0
大塚　豊,日本ハム,3,2,0,0,0,0,0,13,3,1,0,3,0,1,1,1,1.33,5.45,0,0,2015,0
木谷　良平,ヤクルト,9,2,0,0,0,0,0,15,3,6,2,0,0,2,3,3,2,10.45,0,0,2015,0
相原　和友,楽天,0,2,0,0,0,0,0,14,3,3,0,1,0,1,1,0,1.33,3.45,0,0,2015,0
メンドーサ,巨人,3,2,0,0,0,1,0,13,3,3,0,1,0,3,1,1,1.33,1.12,0,0,2015,0
寺田　哲也,ヤクルト,0,1,0,0,0,0,0,16,3,2,0,4,1,3,0,0,2,6.12,0,0,2015,0
野村　亮介,中日,10.13,3,0,0,0,0,0,19,2.2,8,0,3,0,1,6,3,4.13,5.75,0,0,2015,0
玉置　隆,阪神,3.38,2,0,0,0,0,0,12,2.2,3,1,1,0,4,2,1,1.5,6.12,0,0,2015,0
加藤　康介,阪神,11.57,6,0,0,0,0,0,13,2.1,4,0,2,0,2,5,3,2.57,2.69,0,0,2015,0
斎藤　隆,楽天,7.71,3,0,0,0,0,0,12,2.1,5,1,1,0,1,2,2,2.57,9.12,0,0,2015,0
西原　圭大,広島,0,3,0,0,0,0,0,11,2.1,3,0,0,1,3,0,0,1.29,1.83,0,0,2015,0
上野　大樹,ロッテ,9,2,1,0,0,0,1,9,2,2,0,1,0,3,2,2,1.5,1.62,0,0,2015,0
島袋　洋奨,ソフトバンク,0,2,0,0,0,0,0,9,2,1,0,2,0,2,0,0,1.5,4.12,0,0,2015,0
森内　壽春,日本ハム,0,2,0,0,0,0,0,8,2,2,0,0,0,2,0,0,1,1.12,0,0,2015,0
小川　龍也,中日,9,2,0,0,0,0,0,10,2,3,0,1,1,1,2,2,2,5.12,0,0,2015,0
森本　将太,オリックス,18,2,0,0,0,0,0,15,2,4,2,4,1,2,4,4,4,21.62,0,0,2015,0
福倉　健太郎,西武,4.5,1,0,0,0,0,0,10,2,1,0,4,0,2,1,1,2.5,7.12,0,0,2015,0
矢貫　俊之,巨人,13.5,3,0,0,0,0,0,8,1.1,3,0,1,0,2,2,2,3,2.37,0,0,2015,0
山本昌,中日,6.75,2,0,0,0,0,0,7,1.1,1,0,2,0,2,1,1,2.25,4.62,0,0,2015,0
渡辺　亮,阪神,0,1,0,0,0,0,0,7,1.1,1,0,2,0,1,0,0,2.25,6.12,0,0,2015,0
ビロウ,DeNA,33.75,1,0,1,0,0,0,11,1.1,2,0,5,0,0,5,5,5.25,14.37,0,0,2015,0
木佐貫　洋,日本ハム,0,1,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,-0.88,0,0,2015,0
西村　健太朗,巨人,9,1,0,0,0,0,0,4,1,1,1,0,0,0,1,1,1,16.12,0,0,2015,0
岩橋　慶侍,ヤクルト,18,1,0,0,0,0,0,6,1,2,1,1,0,0,2,2,3,19.12,0,0,2015,0
金伏　ウーゴ,ヤクルト,36,1,0,0,0,0,0,9,1,4,0,1,0,0,4,4,5,6.12,0,0,2015,0
坂寄　晴一,オリックス,27,1,0,0,0,0,0,5,0.2,2,0,1,0,1,2,2,4.5,4.62,0,0,2015,0
浜田　智博,中日,40.5,1,0,0,0,0,0,7,0.2,5,2,0,0,2,3,3,7.5,36.12,0,0,2015,0
河内　貴哉,広島,27,1,0,0,0,0,0,3,0.1,2,0,0,0,0,1,1,6,3.12,0,0,2015,0
永井　怜,楽天,0,1,0,0,0,1,0,1,0.1,0,0,0,0,1,0,0,0,-2.88,0,0,2015,0
風張　蓮,ヤクルト,0,1,0,0,0,0,0,2,0.1,0,0,0,1,0,0,0,0,12.12,0,0,2015,0
鈴木　優,オリックス,54,1,0,0,0,0,0,3,0.1,2,0,0,0,0,2,2,6,3.12,0,0,2015,0
小山　伸一郎,楽天,-,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-,-,0,0,2015,0
則本　昂大,楽天,2.91,28,11,11,0,0,0.5,820,195,192,12,50,6,216,87,63,1.24,2.57,2,0,2016,0
涌井　秀章,ロッテ,3.01,26,10,7,0,0,0.588,793,188.2,195,15,48,4,118,73,63,1.29,3.73,5,0,2016,0
メッセンジャー,阪神,3.01,28,12,11,0,0,0.522,791,185.1,178,11,60,1,177,73,62,1.28,2.94,2,1,2016,0
菅野　智之,巨人,2.01,26,9,6,0,0,0.6,726,183.1,156,12,26,4,189,46,41,0.99,2.4,5,2,2016,0
武田　翔太,ソフトバンク,2.95,27,14,8,0,0,0.636,769,183,163,12,70,5,144,71,60,1.27,3.63,1,1,2016,0
ジョンソン,広島,2.15,26,15,7,0,0,0.682,736,180.1,154,11,49,3,141,50,43,1.13,3.18,3,2,2016,1
ディクソン,オリックス,4.36,27,9,11,0,0,0.45,746,171.1,183,17,71,5,139,86,83,1.48,4.12,2,0,2016,0
藤浪　晋太郎,阪神,3.25,26,7,11,0,0,0.389,734,169,152,11,70,8,176,78,61,1.31,3.27,2,1,2016,0
千賀　滉大,ソフトバンク,2.61,25,12,3,0,0,0.8,681,169,125,16,53,6,181,52,49,1.05,3.26,3,0,2016,0
西　勇輝,オリックス,4.14,26,10,12,0,0,0.455,712,165.1,171,4,48,8,108,80,76,1.32,3.13,2,1,2016,0
和田　毅,ソフトバンク,3.04,24,15,5,0,0,0.75,662,163,138,22,38,5,157,58,55,1.08,3.74,2,1,2016,0
石川　歩,ロッテ,2.16,23,14,5,0,0,0.737,643,162.1,142,16,22,6,104,40,39,1.01,3.64,5,3,2016,0
スタンリッジ,ロッテ,3.56,27,8,8,0,0,0.5,686,162,168,13,45,8,99,72,64,1.31,3.83,0,0,2016,0
田口　麗斗,巨人,2.72,26,10,10,0,0,0.5,668,162,150,15,49,6,126,54,49,1.23,3.79,2,1,2016,0
金子　千尋,オリックス,3.83,24,7,9,0,0,0.438,676,162,143,13,59,2,125,71,69,1.25,3.75,2,1,2016,0
岩貞　祐太,阪神,2.9,25,10,9,0,0,0.526,644,158.1,119,10,55,3,156,56,51,1.1,3.03,2,2,2016,0
小川　泰弘,ヤクルト,4.5,25,8,9,0,0,0.471,668,158,149,22,52,6,114,82,79,1.27,4.59,4,1,2016,0
有原　航平,日本ハム,2.94,22,11,9,0,0,0.55,640,156,150,13,38,2,103,52,51,1.21,3.63,2,1,2016,0
美馬　学,楽天,4.3,26,9,9,0,0,0.5,678,155,181,14,32,8,116,80,74,1.37,3.57,1,1,2016,0
石田　健大,DeNA,3.12,25,9,4,0,0,0.692,608,153,128,21,36,1,132,53,53,1.07,3.88,0,0,2016,0
野村　祐輔,広島,2.71,25,16,3,0,0,0.842,633,152.2,139,11,37,6,91,50,46,1.15,3.71,1,1,2016,0
黒田　博樹,広島,3.09,24,10,8,0,0,0.556,623,151.2,152,14,30,3,98,54,52,1.2,3.62,1,1,2016,0
井納　翔一,DeNA,3.5,23,7,11,0,0,0.389,654,151.2,156,14,47,6,113,65,59,1.34,3.84,2,1,2016,0
塩見　貴洋,楽天,3.89,24,8,10,0,0,0.444,610,148,145,14,37,3,111,67,64,1.23,3.64,0,0,2016,0
能見　篤史,阪神,3.67,26,8,12,0,1,0.4,634,147.1,140,17,52,6,126,67,60,1.3,4.05,2,1,2016,0
菊池　雄星,西武,2.58,22,12,7,0,0,0.632,595,143,117,7,67,2,127,51,41,1.29,3.43,2,0,2016,0
山中　浩史,ヤクルト,3.54,22,6,12,0,0,0.333,578,140,140,17,20,9,54,56,55,1.14,4.51,3,1,2016,0
大谷　翔平,日本ハム,1.86,21,10,4,0,1,0.714,548,140,89,4,45,8,174,33,29,0.96,2.14,4,1,2016,0
山口　俊,DeNA,2.86,19,11,5,0,0,0.688,570,138.2,112,10,44,4,121,48,44,1.13,3.35,5,3,2016,0
今永　昇太,DeNA,2.93,22,8,9,0,0,0.471,541,135.1,108,16,38,2,136,47,44,1.08,3.51,0,0,2016,0
東浜　巨,ソフトバンク,3,23,9,6,0,0,0.6,545,135,113,13,37,2,100,49,45,1.11,3.76,0,0,2016,0
松葉　貴大,オリックス,3.26,28,7,9,0,0,0.438,563,132.2,128,10,41,3,82,52,48,1.27,3.86,1,0,2016,0
メンドーサ,日本ハム,3.88,23,7,8,0,1,0.467,573,132.1,135,13,45,4,77,64,57,1.36,4.3,0,0,2016,0
吉見　一起,中日,3.08,21,6,7,0,0,0.462,535,131.1,134,11,27,0,81,49,45,1.23,3.55,1,0,2016,0
岸　孝之,西武,2.49,19,9,7,0,0,0.563,541,130.1,123,8,36,1,104,42,36,1.22,3.17,2,1,2016,0
大野　雄大,中日,3.54,19,7,10,0,0,0.412,547,129.2,126,11,37,2,85,59,51,1.26,3.81,3,1,2016,0
バルデス,中日,3.51,20,6,7,0,0,0.462,534,125.2,122,17,39,8,103,54,49,1.28,4.36,0,0,2016,0
東明　大貴,オリックス,4.94,24,1,10,0,1,0.091,567,122,157,13,54,3,100,70,67,1.73,4.22,0,0,2016,0
ジョーダン,中日,4.24,22,6,6,0,0,0.5,523,121,111,12,54,8,108,62,57,1.36,4.16,0,0,2016,0
髙橋　光成,西武,4.42,22,4,11,0,0,0.267,529,118,134,10,51,5,89,73,58,1.57,4.14,2,1,2016,0
高木　勇人,巨人,4.31,25,5,9,0,0,0.357,504,117,121,15,36,7,91,61,56,1.34,4.33,0,0,2016,0
石川　雅規,ヤクルト,4.47,20,8,8,0,0,0.5,500,116.2,126,15,33,2,52,59,58,1.36,4.77,0,0,2016,0
二木　康太,ロッテ,5.34,22,7,9,0,0,0.438,518,116.1,143,12,34,2,81,74,69,1.52,3.97,1,0,2016,0
若松　駿太,中日,4.06,19,7,8,0,1,0.467,497,115.1,127,10,37,0,85,55,52,1.42,3.74,3,0,2016,0
釜田　佳直,楽天,4.14,20,7,5,0,0,0.583,510,113,124,12,50,8,77,56,52,1.54,4.68,0,0,2016,0
高梨　裕稔,日本ハム,2.38,37,10,2,0,1,0.833,439,109.2,79,6,36,4,86,30,29,1.05,3.36,1,1,2016,0
吉川　光夫,日本ハム,4.19,27,7,6,3,0,0.538,494,109.2,125,9,52,5,65,53,51,1.61,4.56,0,0,2016,0
内海　哲也,巨人,3.94,18,9,6,0,0,0.6,442,107.1,104,10,22,5,81,47,47,1.17,3.58,0,0,2016,0
野上　亮磨,西武,3.87,22,3,9,1,1,0.25,474,107,112,10,43,5,62,56,46,1.45,4.52,0,0,2016,0
バース,日本ハム,3.65,37,8,8,0,6,0.5,452,103.2,102,7,47,4,71,48,42,1.44,3.99,0,0,2016,0
多和田　真三郎,西武,4.38,18,7,5,0,0,0.583,433,98.2,101,6,40,8,91,51,48,1.43,3.53,2,1,2016,0
久保　康友,DeNA,3.55,15,5,8,0,0,0.385,419,96.1,102,5,28,3,80,44,38,1.35,2.97,1,1,2016,0
マイコラス,巨人,2.45,14,4,2,0,0,0.667,381,91.2,84,10,23,4,84,35,25,1.17,3.59,1,0,2016,0
加藤　貴之,日本ハム,3.45,30,7,3,0,1,0.7,392,91.1,91,4,31,2,64,37,35,1.34,3.34,0,0,2016,0
大竹　寛,巨人,3.55,17,6,6,0,0,0.5,393,91.1,91,6,30,1,71,40,36,1.32,3.4,0,0,2016,0
中田　賢一,ソフトバンク,3.01,17,7,3,0,0,0.7,377,89.2,64,9,49,5,67,31,30,1.26,4.74,0,0,2016,0
岡田　明丈,広島,3.02,18,4,3,0,1,0.571,375,89.1,89,6,25,0,60,34,30,1.28,3.49,1,0,2016,0
唐川　侑己,ロッテ,2.84,15,6,6,0,0,0.5,373,88.2,84,2,37,3,64,30,28,1.36,3.29,1,1,2016,0
関谷　亮太,ロッテ,5.52,16,5,6,0,0,0.455,391,88,100,8,34,5,58,58,54,1.52,4.31,0,0,2016,0
岩嵜　翔,ソフトバンク,1.95,35,4,2,1,9,0.667,347,87.2,77,6,17,0,61,22,19,1.07,3.2,1,1,2016,0
安樂　智大,楽天,3.42,15,3,5,0,0,0.375,349,84.1,79,9,22,4,64,33,32,1.2,3.91,0,0,2016,0
ヘーゲンズ,広島,2.92,50,7,5,0,19,0.583,342,83.1,71,4,33,3,33,32,27,1.25,4.25,0,0,2016,0
デイビーズ,ヤクルト,4.39,15,4,5,0,0,0.444,361,82,84,14,31,4,64,44,40,1.4,5.02,0,0,2016,0
バンデンハーク,ソフトバンク,3.84,13,7,3,0,0,0.7,325,82,64,14,15,1,92,37,35,0.96,3.68,0,0,2016,0
増井　浩俊,日本ハム,2.44,30,10,3,10,1,0.769,333,81,71,5,26,3,71,22,22,1.2,3.17,2,1,2016,0
マシソン,巨人,2.36,70,8,4,1,41,0.667,325,80,65,7,22,1,98,27,21,1.09,2.67,0,0,2016,0
九里　亜蓮,広島,4.5,27,2,2,0,0,0.5,351,80,79,9,37,1,52,47,40,1.45,4.71,0,0,2016,0
モスコーソ,DeNA,5.18,13,5,7,0,0,0.417,342,80,88,15,19,0,65,47,46,1.34,4.61,1,0,2016,0
牧田　和久,西武,1.6,50,7,1,0,25,0.875,312,78.2,54,3,16,10,43,15,14,0.89,3.44,0,0,2016,0
今村　信貴,巨人,5.59,16,3,4,0,0,0.429,346,77.1,87,11,36,2,60,49,48,1.59,4.89,0,0,2016,0
福井　優也,広島,4.34,13,5,4,0,0,0.556,345,76.2,84,9,30,4,63,38,37,1.49,4.33,0,0,2016,0
小石　博孝,西武,3.74,50,0,2,1,2,0,324,74.2,62,2,39,13,55,33,31,1.35,4,0,0,2016,0
岩崎　優,阪神,3.63,16,3,5,0,0,0.375,319,74.1,73,10,27,2,59,33,30,1.35,4.45,0,0,2016,0
今村　猛,広島,2.44,67,3,4,2,22,0.429,299,73.2,60,3,22,0,87,20,20,1.11,2.18,0,0,2016,0
成瀬　善久,ヤクルト,5.6,22,3,2,0,0,0.6,319,72.1,82,13,27,5,42,46,45,1.51,5.58,0,0,2016,0
小笠原　慎之介,中日,3.36,15,2,6,0,0,0.25,310,72.1,56,7,40,2,58,30,27,1.33,4.52,0,0,2016,0
辛島　航,楽天,3.88,13,3,7,0,0,0.3,306,72,72,2,22,3,48,33,31,1.31,3.19,0,0,2016,0
十亀　剣,西武,6.31,21,4,6,0,1,0.4,335,71.1,85,3,31,9,41,55,50,1.63,4.2,0,0,2016,0
秋吉　亮,ヤクルト,2.19,70,3,4,19,10,0.429,279,70,50,6,15,6,68,17,17,0.93,3.06,0,0,2016,0
福山　博之,楽天,2.71,69,4,5,0,19,0.444,294,69.2,65,2,19,5,30,24,21,1.21,3.67,0,0,2016,0
ジャクソン,広島,1.71,67,5,4,0,37,0.556,271,68.1,46,4,23,0,89,15,13,1.01,2.29,0,0,2016,0
青柳　晃洋,阪神,3.29,13,4,5,0,0,0.444,289,68.1,41,1,40,8,52,31,25,1.19,3.9,0,0,2016,0
村中　恭兵,ヤクルト,3.9,52,7,3,0,6,0.7,292,67,63,9,38,5,51,29,29,1.51,5.27,0,0,2016,0
原　樹理,ヤクルト,5.91,13,2,8,0,0,0.2,298,67,80,4,25,5,33,45,44,1.57,4.25,0,0,2016,0
ルーキ,ヤクルト,3.06,69,6,6,0,33,0.5,277,64.2,66,6,20,5,60,26,22,1.33,3.58,0,0,2016,0
岡田　俊哉,中日,3.2,57,3,1,0,13,0.75,273,64.2,62,4,18,2,66,28,23,1.24,2.81,0,0,2016,0
澤村　拓一,巨人,2.66,63,6,4,37,4,0.6,271,64.1,60,5,22,1,55,20,19,1.27,3.49,0,0,2016,0
山井　大介,中日,4.52,33,1,8,0,7,0.111,276,63.2,60,9,23,4,45,33,32,1.3,4.77,0,0,2016,0
藤川　球児,阪神,4.6,43,5,6,3,10,0.455,275,62.2,58,7,30,3,70,34,32,1.4,3.82,0,0,2016,0
サファテ,ソフトバンク,1.88,64,0,7,43,8,0,237,62.1,40,4,11,0,73,15,13,0.82,2.09,0,0,2016,0
松井　裕樹,楽天,3.32,58,1,4,30,10,0.2,272,62.1,47,4,40,1,75,23,23,1.4,3.52,0,0,2016,0
南　昌輝,ロッテ,2.74,57,5,4,0,16,0.556,253,62.1,48,4,19,1,58,20,19,1.07,3.01,0,0,2016,0
中﨑　翔太,広島,1.32,61,3,4,34,7,0.429,251,61.1,50,2,19,2,54,11,9,1.13,2.71,0,0,2016,0
